Title,Price,Property Type,Bedrooms,Bathrooms,Area,Location
"Villa for sale in Al Mahdiyah, west Riyadh","2,750,000",Villa,7,6,366 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Villa for sale in Al Mahdiyah, west Riyadh","1,950,000",Villa,5,3,240 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Villa for sale in Al Mahdiyah, west Riyadh","2,000,000",Villa,5,4,246 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Apartment for Sale in Al Mahdiyah, West Riyadh","930,000",Apartment,3,3,163 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"For Sale Apartment in Al Mahdiyah, West Riyadh","830,000",Apartment,3,3,163 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Apartment for Sale in Al Mahdiyah, West Riyadh","830,000",Apartment,3,3,160 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"For Sale Apartments in Al Mahdiya, West Riyadh","750,000",Apartment,5,3,163 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Apartment for Sale in Al Mahdiyah, West Riyadh","830,000",Apartment,5,3,163 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Villa for sale in Al Hazm, West Riyadh","1,440,000",Villa,3,4,300 Sq. M.,"Al Hazm, West Riyadh, Riyadh"
"Villa for Sale in Qurtubah, East Riyadh","3,200,000",Villa,5,5,383 Sq. M.,"Qurtubah, East Riyadh, Riyadh"
Apartment in East Riyadh，Al Rimal 3 bedrooms 859000 SAR - 87616523,"859,000",Apartment,3,3,145 Sq. M.,"Al Rimal, East Riyadh, Riyadh"
Apartment in East Riyadh，Al Rimal 3 bedrooms 819000 SAR - 87616519,"819,000",Apartment,3,3,132 Sq. M.,"Al Rimal, East Riyadh, Riyadh"
Apartment in South Riyadh，Okaz 539000 SAR - 87612913,"539,000",Apartment,N/A,3,145 Sq. M.,"Okaz, South Riyadh, Riyadh"
Apartment in South Riyadh，Okaz 489000 SAR - 87612915,"489,000",Apartment,N/A,3,131 Sq. M.,"Okaz, South Riyadh, Riyadh"
Apartment in South Riyadh，Okaz 469000 SAR - 87612917,"469,000",Apartment,N/A,3,120 Sq. M.,"Okaz, South Riyadh, Riyadh"
Apartment in South Riyadh，Okaz 489000 SAR - 87612918,"489,000",Apartment,N/A,3,145 Sq. M.,"Okaz, South Riyadh, Riyadh"
Apartment in South Riyadh，Okaz 489000 SAR - 87612919,"489,000",Apartment,N/A,3,145 Sq. M.,"Okaz, South Riyadh, Riyadh"
Apartment in South Riyadh，Okaz 579000 SAR - 87612921,"579,000",Apartment,N/A,3,149 Sq. M.,"Okaz, South Riyadh, Riyadh"
Apartment in South Riyadh，Okaz 559000 SAR - 87612922,"559,000",Apartment,N/A,3,145 Sq. M.,"Okaz, South Riyadh, Riyadh"
Apartment in South Riyadh，Okaz 499000 SAR - 87612923,"499,000",Apartment,N/A,3,131 Sq. M.,"Okaz, South Riyadh, Riyadh"
"Apartment for sale in  Alawali, West Riyadh","550,000",Apartment,3,3,130 Sq. M.,"Alawali, West Riyadh, Riyadh"
"Apartment for sale in Badr, south Riyadh","770,000",Apartment,4,5,630 Sq. M.,"Badr, South Riyadh, Riyadh"
"Apartment for sale in Badr, south of Riyadh","770,000",Apartment,4,4,630 Sq. M.,"Badr, South Riyadh, Riyadh"
"Apartment for Sale in Badr, south Riyadh","800,000",Apartment,4,4,630 Sq. M.,"Badr, South Riyadh, Riyadh"
"Apartments for Sale in Al Rimal, East Riyadh","759,000",Apartment,3,3,133 Sq. M.,"Al Rimal, East Riyadh, Riyadh"
"Apartment for sale in Badr, south of Riyadh","770,000",Apartment,4,4,630 Sq. M.,"Badr, South Riyadh, Riyadh"
"Apartment for sale in Badr, south Riyadh","770,000",Apartment,4,4,630 Sq. M.,"Badr, South Riyadh, Riyadh"
"Apartment for sale in Badr, south of Riyadh","770,000",Apartment,4,4,630 Sq. M.,"Badr, South Riyadh, Riyadh"
"Apartment for sale in Okaz, South Riyadh","519,000",Apartment,2,3,130 Sq. M.,"Okaz, South Riyadh, Riyadh"
"Apartment for sale in Okaz, South Riyadh","509,000",Apartment,2,3,131 Sq. M.,"Okaz, South Riyadh, Riyadh"
"Apartment for Sale in Al Mahdiyah, West Riyadh","920,000",Apartment,3,4,140 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Apartment for Sale in Al Mahdiyah, West Riyadh","880,000",Apartment,4,4,140 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Apartment for Sale in Al Mahdiyah, West Riyadh","1,000,000",Apartment,3,4,170 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"For Sale Apartment in Al Mahdiyah, West Riyadh","860,000",Apartment,3,3,130 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Apartment For Sale in Al Mahdiyah, West Riyadh","780,000",Apartment,2,2,130 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Apartment For Sale in Al Mahdiyah, West Riyadh","680,000",Apartment,3,2,111 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Apartment for sale in Mahdiyah, west of Riyadh","800,000",Apartment,4,3,130 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Apartment for sale in Mahdiyah, west of Riyadh","1,350,000",Apartment,2,2,153 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Apartment for sale in Mahdiyah, west of Riyadh","1,200,000",Apartment,4,3,165 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Apartment for sale in Mahdiyah, west of Riyadh","750,000",Apartment,3,3,478 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Apartment for sale in Al Mahdiyah, West Riyadh","850,000",Apartment,3,2,130 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Apartment for Sale in Al Mahdiyah, West Riyadh","750,000",Apartment,3,3,478 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"3 Bedroom Apartment For Sale in Al Muhadiyah, Riyadh","740,000",Apartment,3,3,125 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
شقة للبيع في المهدية، الرياض,"750,000",Apartment,3,3,125 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Apartment for sale in King Faisal, East Riyadh","9,990,000",Apartment,2,2,124 Sq. M.,"King Faisal, East Riyadh, Riyadh"
"Apartment for sale in Al Rimal, East Riyadh","759,000",Apartment,3,3,133 Sq. M.,"Al Rimal, East Riyadh, Riyadh"
Apartment in a luxurious building for sale- Al Arid District- North Riyadh,"1,220,000",Apartment,5,3,165 Sq. M.,"Al Arid, North Riyadh, Riyadh"
Apartment - Riyadh - Al Dariya Al Baidaa,"750,000",Apartment,3,2,80 Sq. M.,"Al Dar Al Baida, South Riyadh, Riyadh"
Apartment - Riyadh - Al Dar Al Baida neighborhood,"750,000",Apartment,3,2,80 Sq. M.,"Al Dar Al Baida, South Riyadh, Riyadh"
Apartment - Riyadh - Al-Munisiyah,"1,500,000",Apartment,4,4,216 Sq. M.,"Al Munsiyah, East Riyadh, Riyadh"
Apartment - Riyadh - Al-Suwaydi,"630,000",Apartment,4,3,138 Sq. M.,"Al Suwaidi, West Riyadh, Riyadh"
"Apartment for sale in Al Rawdah, east Riyadh","859,000",Apartment,3,2,101 Sq. M.,"Al Rawdah, East Riyadh, Riyadh"
"Apartment for sale in Al Rawdah, east Riyadh","1,099,000",Apartment,3,3,141 Sq. M.,"Al Rawdah, East Riyadh, Riyadh"
"Internal Staircase Villa for Sale in Al Yarmuk, EastRiyadh","2,350,000",Villa,4,5,250 Sq. M.,"Al Yarmuk, East Riyadh, Riyadh"
"Apartment for Sale in Al Rawdah, East Riyadh","979,000",Apartment,3,3,120 Sq. M.,"Al Rawdah, East Riyadh, Riyadh"
"Apartment for Sale in King Faisal, East Riyadh","999,000",Apartment,2,2,124 Sq. M.,"King Faisal, East Riyadh, Riyadh"
"Apartment for sale in  Badr, South Riyadh","770,000",Apartment,3,3,630 Sq. M.,"Badr, South Riyadh, Riyadh"
"Floor for sale in  Badr, South Riyadh","760,000",Floor,4,4,214 Sq. M.,"Badr, South Riyadh, Riyadh"
"Floor For Sale in Badr, South Riyadh","760,000",Floor,4,4,214 Sq. M.,"Badr, South Riyadh, Riyadh"
"Townhouse Apartment for Sale in Badr, South Riyadh","770,000",Apartment,4,4,630 Sq. M.,"Badr, South Riyadh, Riyadh"
"Apartment for sale in Badr, South Riyadh","770,000",Apartment,4,5,630 Sq. M.,"Badr, South Riyadh, Riyadh"
"Apartment For Sale in Al Dar Al Baida, South Riyadh","400,000",Apartment,3,3,131 Sq. M.,"Al Dar Al Baida, South Riyadh, Riyadh"
"Floor for sale in Badr, south Riyadh","760,000",Floor,4,4,214 Sq. M.,"Badr, South Riyadh, Riyadh"
"Floors for Sale in Badr, South Riyadh","760,000",Floor,4,4,214 Sq. M.,"Badr, South Riyadh, Riyadh"
"Floors for Sale in Badr, South Riyadh","760,000",Floor,4,4,214 Sq. M.,"Badr, South Riyadh, Riyadh"
"4 Bedroom Floor For Sale in Badr, Riyadh","760,000",Floor,4,4,214 Sq. M.,"Badr, South Riyadh, Riyadh"
"Floors for Sale in Al Zahrah, West Riyadh","860,000",Floor,4,3,500 Sq. M.,"Al Zahrah, West Riyadh, Riyadh"
"4 Bedroom Floor For Sale in Badr, Riyadh","760,000",Floor,4,4,214 Sq. M.,"Badr, South Riyadh, Riyadh"
Villa - Riyadh - Al Ramal,"1,600,000",Villa,7,6,234 Sq. M.,"Al Rimal, East Riyadh, Riyadh"
"Apartment For Sale in Al Narjis, North Riyadh","1,029,000",Apartment,3,3,92 Sq. M.,"Al Narjis, North Riyadh, Riyadh"
Townhouse Apartment - Riyadh - Al Munsiyah,"1,400,000",Apartment,5,4,165 Sq. M.,"Al Munsiyah, East Riyadh, Riyadh"
Circle - Riyadh - Yarmouk neighborhood,"920,000",Floor,4,3,177 Sq. M.,"Al Yarmuk, East Riyadh, Riyadh"
Townhouse apartment - Riyadh - Al Qadisiyah,"1,100,000",Apartment,5,4,172 Sq. M.,"Al Qadisiyah, East Riyadh, Riyadh"
Circle - Riyadh - Al Ramal,"830,000",Floor,4,4,134 Sq. M.,"Al Rimal, East Riyadh, Riyadh"
Villa - Riyadh - Al Janadriyah,"1,460,000",Villa,9,6,300 Sq. M.,"Al Janadriyah, East Riyadh, Riyadh"
Apartment - Riyadh - Al Ramal,"680,000",Apartment,3,3,89 Sq. M.,"Al Rimal, East Riyadh, Riyadh"
Apartment - Riyadh - Al Ramal,"680,000",Apartment,3,3,89 Sq. M.,"Al Rimal, East Riyadh, Riyadh"
Villa - Riyadh - Al Janaderiyah,"1,460,000",Villa,9,6,300 Sq. M.,"Al Janadriyah, East Riyadh, Riyadh"
Role - Riyadh - Al Ramal,"830,000",Floor,4,4,134 Sq. M.,"Al Rimal, East Riyadh, Riyadh"
Townhouse apartment - Riyadh - Al Ramal,"1,300,000",Apartment,6,3,222 Sq. M.,"Al Rimal, East Riyadh, Riyadh"
Townhouse Apartment - Riyadh - Al Munsiyah,"1,400,000",Apartment,5,4,165 Sq. M.,"Al Munsiyah, East Riyadh, Riyadh"
Circle - Riyadh - Al Ramal,"900,000",Floor,3,4,154 Sq. M.,"Al Rimal, East Riyadh, Riyadh"
Durr - Riyadh - Ar Riml,"900,000",Floor,3,4,154 Sq. M.,"Al Rimal, East Riyadh, Riyadh"
Durr - Riyadh - Tawiq District,"1,150,000",Floor,7,4,198 Sq. M.,"Tuwaiq, West Riyadh, Riyadh"
Apartment - Riyadh - Nargis,"1,300,000",Apartment,4,3,113 Sq. M.,"Al Narjis, North Riyadh, Riyadh"
Apartment - Riyadh - Al Narjis,"1,300,000",Apartment,4,3,112 Sq. M.,"Al Narjis, North Riyadh, Riyadh"
Apartment - Riyadh - Narjes,"1,300,000",Apartment,4,3,113 Sq. M.,"Al Narjis, North Riyadh, Riyadh"
"Apartment for sale in Badr, South Riyadh","570,000",Apartment,4,4,120 Sq. M.,"Badr, South Riyadh, Riyadh"
"Apartment for sale in Al Rimal, East Riyadh","500,000",Apartment,2,2,312 Sq. M.,"Al Rimal, East Riyadh, Riyadh"
"Penthouse Apartment for Sale in Al Rimal, East Riyadh","500,000",Apartment,2,2,312 Sq. M.,"Al Rimal, East Riyadh, Riyadh"
"Duplex Apartment for Sale in Al Qadisiyah, East Riyadh","1,100,000",Villa,4,4,188 Sq. M.,"Al Qadisiyah, East Riyadh, Riyadh"
Apartment in West Riyadh，Al Mahdiyah 4 bedrooms 1350000 SAR - 87620582,"1,350,000",Apartment,4,3,155 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
Townhouse apartment - Riyadh - Al Ramal,"1,300,000",Apartment,6,3,222 Sq. M.,"Al Rimal, East Riyadh, Riyadh"
Apartment - Riyadh - Al-Qirawan neighborhood,"1,630,000",Apartment,3,3,972 Sq. M.,"Al Qirawan, North Riyadh, Riyadh"
Villa - Riyadh - Happiness,"2,200,000",Villa,7,5,307 Sq. M.,"Al Saadah, East Riyadh, Riyadh"
Badr (wide) - Riyadh - Dwor,"580,000",Floor,5,3,600 Sq. M.,"Badr, South Riyadh, Riyadh"
Role - Riyadh - Al Ramal District,"1,150,000",Floor,5,4,172 Sq. M.,"Al Rimal, East Riyadh, Riyadh"
Dar - Riyadh - Al-Mu'ayzilah neighborhood,"970,000",Floor,5,3,375 Sq. M.,"Al Maizilah, East Riyadh, Riyadh"
Townhouse apartment - Riyadh - Ar Rawdah,"1,250,000",Apartment,5,5,224 Sq. M.,"Al Rimal, East Riyadh, Riyadh"
"Apartment for sale in Al Arid, North Riyadh","1,240,000",Apartment,3,3,"3,150 Sq. M.","Al Arid, North Riyadh, Riyadh"
Role - Riyadh - Al Ramal,"1,150,000",Floor,5,3,211 Sq. M.,"Al Rimal, East Riyadh, Riyadh"
Dawar - Riyadh - Al Nudwah Neighborhood,"1,050,000",Floor,4,4,139 Sq. M.,"Al Nadwa District, East Riyadh, Riyadh"
Villa Townhouse - Riyadh - Tuwaiq,"1,150,000",Villa,8,6,272 Sq. M.,"Tuwaiq, West Riyadh, Riyadh"
Dorr - Riyadh - Tuwaiq neighborhood,"900,000",Floor,6,4,168 Sq. M.,"Tuwaiq, West Riyadh, Riyadh"
Durr - Riyadh - Al Janadriyah neighborhood,"970,000",Floor,5,3,210 Sq. M.,"Al Janadriyah, East Riyadh, Riyadh"
Dur - Riyadh - Towaik neighborhood,"1,150,000",Floor,7,4,198 Sq. M.,"Tuwaiq, West Riyadh, Riyadh"
Townhouse Apartment - Riyadh - Al Ramal,"1,200,000",Apartment,5,4,215 Sq. M.,"Al Rimal, East Riyadh, Riyadh"
Townhouse apartment - Riyadh - Al Ramal,"1,200,000",Apartment,5,4,215 Sq. M.,"Al Rimal, East Riyadh, Riyadh"
Durr - Riyadh - Badr (Wide),"580,000",Floor,5,3,600 Sq. M.,"Badr, South Riyadh, Riyadh"
Durr - Riyadh - Jannaderiyah neighborhood,"900,000",Floor,6,4,183 Sq. M.,"Al Janadriyah, East Riyadh, Riyadh"
Apartment - Riyadh - Al Janaderiya neighborhood,"570,000",Apartment,3,3,112 Sq. M.,"Al Janadriyah, East Riyadh, Riyadh"
Durr - Riyadh - Al Janadriyah,"1,300,000",Floor,5,3,303 Sq. M.,"Al Janadriyah, East Riyadh, Riyadh"
Durr - Riyadh - Tuwaiq,"900,000",Floor,5,4,168 Sq. M.,"Tuwaiq, West Riyadh, Riyadh"
Durr - Riyadh - Al Janaderiyah,"920,000",Floor,6,4,183 Sq. M.,"Al Janadriyah, East Riyadh, Riyadh"
Durr - Riyadh - Al Janaderiya neighborhood,"920,000",Floor,6,4,183 Sq. M.,"Al Janadriyah, East Riyadh, Riyadh"
Apartment - Riyadh - Al Janaderiyah district,"570,000",Apartment,3,2,112 Sq. M.,"Al Janadriyah, East Riyadh, Riyadh"
Durr - Riyadh - Al Janaderiyah neighborhood,"770,000",Floor,4,3,170 Sq. M.,"Al Janadriyah, East Riyadh, Riyadh"
Durr - Riyadh - Al Janaderiyah,"770,000",Floor,4,3,170 Sq. M.,"Al Janadriyah, East Riyadh, Riyadh"
Durr - Riyadh - Al Janaderiyah neighborhood,"770,000",Floor,4,3,170 Sq. M.,"Al Janadriyah, East Riyadh, Riyadh"
"Apartment for Sale in Al Rimal, East Riyadh","889,000",Apartment,3,3,125 Sq. M.,"Al Rimal, East Riyadh, Riyadh"
"Apartment for sale in Al Rawdah, east Riyadh","1,079,000",Apartment,3,3,146 Sq. M.,"Al Rawdah, East Riyadh, Riyadh"
"Apartment for sale in Al Rawdah, East Riyadh","1,109,000",Apartment,3,3,141 Sq. M.,"Al Rawdah, East Riyadh, Riyadh"
"Apartment for sale in Al Rawdah, east of Riyadh","979,000",Apartment,3,3,120 Sq. M.,"Al Rawdah, East Riyadh, Riyadh"
"Apartment for sale in Badr, south of Riyadh","670,000",Apartment,4,4,241 Sq. M.,"Badr, South Riyadh, Riyadh"
"Villa for sale in Al Malqa, north of Riyadh","5,800,000",Villa,6,4,375 Sq. M.,"Al Malqa, North Riyadh, Riyadh"
Round - Riyadh - Okaz,"650,000",Floor,6,3,174 Sq. M.,"Okaz, South Riyadh, Riyadh"
"Apartment for sale in Damac Tower, Al Olaya, Riyadh","1,775,000",Apartment,2,2,92 Sq. M.,"Al Olaya, North Riyadh, Riyadh"
"Apartment For Sale in Al Olaya, Riyadh","3,350,000",Apartment,3,3,168 Sq. M.,"Al Olaya, North Riyadh, Riyadh"
"Apartment For Sale in Al Olaya, Riyadh","3,350,000",Apartment,3,3,168 Sq. M.,"Al Olaya, North Riyadh, Riyadh"
Durr - Riyadh - Al Ramal neighborhood,"1,200,000",Floor,5,3,164 Sq. M.,"Al Rimal, East Riyadh, Riyadh"
"Apartment for sale in  Badr, South Riyadh","770,000",Apartment,6,5,630 Sq. M.,"Badr, South Riyadh, Riyadh"
Dawar - Riyadh - Al Janaderiyah,"930,000",Floor,5,4,179 Sq. M.,"Al Janadriyah, East Riyadh, Riyadh"
"Apartment for sale in  Badr, South Riyadh","800,000",Apartment,4,4,630 Sq. M.,"Badr, South Riyadh, Riyadh"
Duplex villa - Riyadh - Al Janaderiyah,"1,150,000",Villa,8,7,288 Sq. M.,"Al Janadriyah, East Riyadh, Riyadh"
Dawar - Riyadh - Al Janaderiyah,"900,000",Floor,5,4,185 Sq. M.,"Al Janadriyah, East Riyadh, Riyadh"
"Floor for sale in Badr, south of Riyadh","760,000",Floor,4,4,214 Sq. M.,"Badr, South Riyadh, Riyadh"
Villa - Riyadh - Tawiq District,"1,100,000",Villa,10,5,265 Sq. M.,"Tuwaiq, West Riyadh, Riyadh"
Apartment - Riyadh - Al Janaderiyah neighborhood,"650,000",Apartment,3,2,121 Sq. M.,"Al Janadriyah, East Riyadh, Riyadh"
Townhouse apartment - Riyadh - Al Janadriyah neighborhood,"900,000",Apartment,5,4,205 Sq. M.,"Al Janadriyah, East Riyadh, Riyadh"
"Villa for sale in Al Bayan, east Riyadh","2,300,000",Villa,5,6,420 Sq. M.,"Al Bayan Neighborhood, East Riyadh, Riyadh"
Durr - Riyadh - Nadwah district,"930,000",Floor,5,4,184 Sq. M.,"Al Nadwa District, East Riyadh, Riyadh"
Dawar - Riyadh - Al-Qadisiyah,"1,350,000",Floor,5,4,420 Sq. M.,"Al Qadisiyah, East Riyadh, Riyadh"
Dawar - Riyadh - Hay Al-Nadwah,"930,000",Floor,5,4,184 Sq. M.,"Al Nadwa District, East Riyadh, Riyadh"
Villa - Riyadh - Al-Malqa neighborhood,"5,800,000",Villa,8,9,375 Sq. M.,"Al Malqa, North Riyadh, Riyadh"
"Villa for Sale in Al Rimal, East Riyadh","2,000,000",Villa,12,9,261 Sq. M.,"Al Rimal, East Riyadh, Riyadh"
"House for sale in Al Rimal, east of Riyadh","900,000",Floor,2,2,312 Sq. M.,"Al Rimal, East Riyadh, Riyadh"
Townhouse apartment - Riyadh - Badr District,"680,000",Apartment,4,2,192 Sq. M.,"Badr, South Riyadh, Riyadh"
Apartment - Riyadh - Al Ramal,"600,000",Apartment,1,1,63 Sq. M.,"Al Rimal, East Riyadh, Riyadh"
"Floor For Sale Al Rimal, East Riyadh","1,150,000",Floor,5,4,172 Sq. M.,"Al Rimal, East Riyadh, Riyadh"
"Apartment for sale in Damac Tower, Al Olaya, Riyadh","2,360,000",Apartment,3,3,118 Sq. M.,"Al Olaya, North Riyadh, Riyadh"
"Apartment for sale in  Badr, South Riyadh","770,000",Apartment,4,4,630 Sq. M.,"Badr, South Riyadh, Riyadh"
Dawar - Riyadh - Al-Qadisiyah district,"1,250,000",Floor,4,4,205 Sq. M.,"Al Qadisiyah, East Riyadh, Riyadh"
Durr - Riyadh - Al Nadwah neighborhood,"700,000",Floor,5,3,171 Sq. M.,"Al Nadwa District, East Riyadh, Riyadh"
"Apartment for sale in Badr, south Riyadh","800,000",Apartment,4,4,630 Sq. M.,"Badr, South Riyadh, Riyadh"
"Townhouse Apartment for Sale in Badr, South Riyadh","670,000",Apartment,6,4,241 Sq. M.,"Badr, South Riyadh, Riyadh"
Durr - Riyadh - Towaik neighborhood (Al-Gharoub),"800,000",Floor,5,4,172 Sq. M.,"Tuwaiq, West Riyadh, Riyadh"
"Apartment for sale in Okaz, South Riyadh","530,000",Apartment,3,3,163 Sq. M.,"Okaz, South Riyadh, Riyadh"
"Upper Townhouse for Sale in BAdr, South Riyadh","770,000",Apartment,4,4,630 Sq. M.,"Badr, South Riyadh, Riyadh"
Apartment - Riyadh - Al Janaderiah neighborhood,"700,000",Apartment,4,3,104 Sq. M.,"Al Janadriyah, East Riyadh, Riyadh"
Townhouse apartment - Riyadh - Al Janadriyah,"980,000",Apartment,5,4,186 Sq. M.,"Al Janadriyah, East Riyadh, Riyadh"
Durr - Riyadh - Al Janaderiyah,"950,000",Floor,6,5,246 Sq. M.,"Al Janadriyah, East Riyadh, Riyadh"
Villa Townhouse - Riyadh - Al Janaderiyah,"980,000",Villa,5,5,201 Sq. M.,"Al Janadriyah, East Riyadh, Riyadh"
Villa Townhouse - Riyadh - Al Janaderiya,"980,000",Villa,5,5,201 Sq. M.,"Al Janadriyah, East Riyadh, Riyadh"
Durr - Riyadh - Al Nudwah neighborhood,"900,000",Floor,5,4,181 Sq. M.,"Al Nadwa District, East Riyadh, Riyadh"
Circle - Riyadh - Al Ramal neighborhood,"1,000,000",Floor,5,2,312 Sq. M.,"Al Rimal, East Riyadh, Riyadh"
Apartment - Riyadh - Al-Qadisiyah neighborhood,"750,000",Apartment,3,2,"1,490 Sq. M.","Al Maizilah, East Riyadh, Riyadh"
Apartment - Riyadh - Al-Qadisiyah neighborhood,"750,000",Apartment,3,2,"1,490 Sq. M.","Al Maizilah, East Riyadh, Riyadh"
"Floor for Sale in Tuwaiq, West Riyadh","900,000",Floor,3,3,750 Sq. M.,"Tuwaiq, West Riyadh, Riyadh"
"Floor for sale in Al Aziziyah, South Riyadh","780,000",Floor,7,3,227 Sq. M.,"Al Aziziyah, South Riyadh, Riyadh"
"Villa for Sale in Al Rimal, East Riyadh","1,750,000",Villa,7,6,225 Sq. M.,"Al Rimal, East Riyadh, Riyadh"
Townhouse,"800,000",Apartment,3,3,630 Sq. M.,"Badr, South Riyadh, Riyadh"
"Apartment for Sale in Badr, South Riyadh","770,000",Apartment,4,4,630 Sq. M.,"Badr, South Riyadh, Riyadh"
Apartment - Riyadh - Al-Qadisiyah,"750,000",Apartment,2,1,420 Sq. M.,"Al Qadisiyah, East Riyadh, Riyadh"
Apartment - Riyadh - Al-Qadisiyah,"750,000",Apartment,2,1,420 Sq. M.,"Al Qadisiyah, East Riyadh, Riyadh"
Apartment - Riyadh - Dakhna (Hay Al Dar Al Baida),"375,000",Apartment,4,1,137 Sq. M.,"Al Dar Al Baida, South Riyadh, Riyadh"
Villa - Riyadh - Al-Bayan (East),"2,400,000",Villa,12,9,420 Sq. M.,"Al Bayan Neighborhood, East Riyadh, Riyadh"
Penthouse - Riyadh - Bader neighborhood,"520,000",Apartment,4,4,116 Sq. M.,"Badr, South Riyadh, Riyadh"
Apartment - Riyadh - Al Mounsiyah district,"1,100,000",Apartment,4,3,153 Sq. M.,"Al Munsiyah, East Riyadh, Riyadh"
Durr - Riyadh - Al Ramal neighborhood,"1,000,000",Floor,5,2,312 Sq. M.,"Al Rimal, East Riyadh, Riyadh"
"Townhouse Apartment for Sale in Badr, South Riyadh","800,000",Apartment,3,3,630 Sq. M.,"Badr, South Riyadh, Riyadh"
"Floor for Sale in Badr, South Riyadh","760,000",Floor,4,4,214 Sq. M.,"Badr, South Riyadh, Riyadh"
"Villa for sale in Al Janadriyah, East Riyadh","1,850,000",Villa,9,6,361 Sq. M.,"Al Janadriyah, East Riyadh, Riyadh"
"Villa for sale in Al Janadriyah, East Riyadh","1,450,000",Villa,8,6,361 Sq. M.,"Al Janadriyah, East Riyadh, Riyadh"
"Villa for sale in Al Mahdiyah, West Riyadh","7,500,000",Villa,13,10,750 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
Villa - Riyadh - Al Mahdiyah,"1,750,000",Villa,11,8,433 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
Villa - Riyadh - Al Ramal,"1,750,000",Villa,7,6,225 Sq. M.,"Al Rimal, East Riyadh, Riyadh"
"Floor for Sale in Al Rimal, East Riyadh","950,000",Floor,5,4,177 Sq. M.,"Al Rimal, East Riyadh, Riyadh"
"Floor for sale in Al Hazm, West Riyadh","730,000",Floor,5,3,145 Sq. M.,"Al Hazm, West Riyadh, Riyadh"
"Floor for sale in Al Hazm, West Riyadh","730,000",Floor,3,3,145 Sq. M.,"Al Hazm, West Riyadh, Riyadh"
"Floor for sale in Al Rimal, east of Riyadh","900,000",Floor,3,3,146 Sq. M.,"Al Rimal, East Riyadh, Riyadh"
"Duplex Modern Villa for Sale in Al Rimal, East Riyadh","1,750,000",Villa,5,6,225 Sq. M.,"Al Rimal, East Riyadh, Riyadh"
"Duplex Modern Villa for Sale in Al Rimal, East Riyadh","1,750,000",Villa,6,4,225 Sq. M.,"Al Rimal, East Riyadh, Riyadh"
Durr - Riyadh - Al Janaderiyah neighborhood,"800,000",Floor,5,4,166 Sq. M.,"Al Janadriyah, East Riyadh, Riyadh"
"Apartment for Sale in Al Dar Al Baida, South Riyadh","420,000",Apartment,3,3,131 Sq. M.,"Al Dar Al Baida, South Riyadh, Riyadh"
"Apartment for sale in  Badr, South Riyadh","770,000",Apartment,6,5,630 Sq. M.,"Badr, South Riyadh, Riyadh"
"Townhouse Villas for Sale in Badr, South Riyadh","800,000",Apartment,3,5,630 Sq. M.,"Badr, South Riyadh, Riyadh"
"Townhouse Apartment for Sale in Badr, South Riyadh","770,000",Apartment,4,4,630 Sq. M.,"Badr, South Riyadh, Riyadh"
"Floor for sale in  Badr, South Riyadh","760,000",Floor,4,4,214 Sq. M.,"Badr, South Riyadh, Riyadh"
"Townhouse Apartment for Sale in Badr, South Riyadh","800,000",Apartment,4,5,630 Sq. M.,"Badr, South Riyadh, Riyadh"
"Apartment for sale in Badr, South Riyadh","770,000",Apartment,4,5,630 Sq. M.,"Badr, South Riyadh, Riyadh"
"Villas for Sale in Badr, South Riyadh","800,000",Apartment,7,7,630 Sq. M.,"Badr, South Riyadh, Riyadh"
"Apartment for sale in Badr, South Riyadh","770,000",Apartment,5,4,630 Sq. M.,"Badr, South Riyadh, Riyadh"
Apartment in West Riyadh，Al Hazm 3 bedrooms 590000 SAR - 87621314,"590,000",Apartment,3,3,133 Sq. M.,"Al Hazm, West Riyadh, Riyadh"
